Date,Open,High,Low,Close,Adj Close,Volume
2014-01-31,5923.72021484375,5984.259765625,5923.72021484375,5984.259765625,5982.72119140625,80300
2014-02-28,6041.77001953125,6042.5,5989.7900390625,6015.2998046875,6013.75341796875,57600
2014-03-31,6424.85009765625,6428.83984375,6370.759765625,6407.52001953125,6405.873046875,62700
2014-04-30,6429.56005859375,6514.72021484375,6423.89990234375,6514.72021484375,6513.04541015625,115300
2014-05-31,6707.91015625,6752.1201171875,6707.91015625,6742.97021484375,6741.23681640625,62400
2014-06-30,6647.919921875,6715.27001953125,6647.919921875,6710.39990234375,6708.6748046875,55200
2014-07-31,6858.009765625,6862.89990234375,6819.75,6826.60986328125,6824.85498046875,33100
2014-08-31,6863.97998046875,6894.22998046875,6800.16015625,6894.22998046875,6892.45751953125,68900
2014-09-30,7050.72021484375,7096.759765625,7050.72021484375,7083.490234375,7081.66943359375,69500
2014-10-31,7260.759765625,7283.58984375,7224.3798828125,7268.06005859375,7266.19140625,69100
2014-11-30,7213.0498046875,7312.85009765625,7213.0498046875,7312.85009765625,7310.97021484375,61600
2014-12-31,7297.1298828125,7334.68994140625,7293.72021484375,7331.72998046875,7329.84521484375,0
2015-01-31,7282.93994140625,7292.7998046875,7266.81005859375,7276.6298828125,7274.75927734375,59400
2015-02-28,7689.91015625,7715.2900390625,7590.7099609375,7630.7099609375,7628.74853515625,17200
2015-03-31,7730.56982421875,7773.919921875,7701.72998046875,7773.919921875,7771.92138671875,243800
2015-04-30,7941.8798828125,7993.08984375,7931.3798828125,7993.08984375,7991.03515625,126300
2015-05-31,7713.419921875,7816.43994140625,7689.91015625,7816.43994140625,7814.4306640625,215800
2015-06-30,7580.4599609375,7670.3701171875,7521.169921875,7670.3701171875,7668.3984375,114000
2015-07-31,7509.0,7575.14990234375,7484.52001953125,7575.14990234375,7573.20263671875,106800
2015-08-31,7563.43994140625,7573.259765625,7534.740234375,7573.259765625,7571.31298828125,150900
2015-09-30,7065.08984375,7139.740234375,7065.08984375,7086.85986328125,7085.0380859375,207800
2015-10-31,6899.259765625,6953.58984375,6890.81982421875,6890.93994140625,6889.16845703125,127600
2015-11-30,7206.8798828125,7237.97021484375,7197.31982421875,7210.72998046875,7208.87646484375,0
2015-12-31,6918.5498046875,7060.60009765625,6918.5498046875,7060.60009765625,7058.78515625,0
2016-01-31,6954.27001953125,6957.240234375,6833.419921875,6833.419921875,6831.6630859375,0
2016-02-29,6705.52001953125,6736.8701171875,6650.97021484375,6701.35986328125,6699.63720703125,0
2016-03-31,6670.75,6731.330078125,6661.68017578125,6729.52978515625,6727.7998046875,0
2016-04-30,7273.8798828125,7285.6298828125,7205.6201171875,7245.1298828125,7243.267578125,82000
2016-05-31,7106.35009765625,7124.259765625,6980.18017578125,7053.8798828125,7052.06640625,125800
2016-06-30,7447.27001953125,7507.47021484375,7434.5498046875,7500.7900390625,7498.86181640625,126200
2016-07-31,7811.2001953125,7878.52001953125,7811.2001953125,7830.35009765625,7828.3369140625,137400
2016-08-31,8006.72021484375,8078.97998046875,8006.72021484375,8069.81005859375,8067.7353515625,95500
2016-09-30,7775.77978515625,7780.39013671875,7646.2998046875,7773.31005859375,7771.3115234375,224900
2016-10-31,7643.33984375,7677.72998046875,7643.33984375,7677.72998046875,7675.75634765625,78200
2016-11-30,7371.68017578125,7374.56982421875,7237.33984375,7252.39990234375,7250.53564453125,149500
2016-12-31,6902.14013671875,6943.2001953125,6864.8701171875,6864.8701171875,6863.10546875,0
2017-01-31,6840.06005859375,6861.31005859375,6746.7998046875,6861.31005859375,6859.54638671875,56100
2017-02-28,7297.72021484375,7300.2099609375,7209.72998046875,7227.4501953125,7225.59228515625,89800
2017-03-31,7167.89013671875,7186.47998046875,7150.60986328125,7170.7001953125,7168.85693359375,205700
2017-04-30,7323.740234375,7346.0,7317.740234375,7341.64990234375,7339.7626953125,152500
2017-05-31,7687.2900390625,7720.330078125,7685.5400390625,7703.10009765625,7701.11962890625,140600
2017-06-30,7835.27001953125,7936.02978515625,7835.27001953125,7927.490234375,7925.4521484375,203800
2017-07-31,7840.22998046875,7866.52001953125,7797.830078125,7866.52001953125,7864.49755859375,94000
2017-08-31,8015.68017578125,8017.18017578125,7906.60009765625,7906.60009765625,7904.5673828125,162200
2017-09-30,8038.27978515625,8049.35009765625,7995.1298828125,8049.35009765625,8047.28076171875,152700
2017-10-31,8210.759765625,8257.830078125,8197.8896484375,8256.2802734375,8254.158203125,110100
2017-11-30,8342.98046875,8543.7998046875,8321.650390625,8516.01953125,8513.830078125,153100
2017-12-31,8236.150390625,8236.150390625,8122.31982421875,8144.02001953125,8141.92626953125,153000
2018-01-31,8584.4599609375,8724.1298828125,8580.5,8724.1298828125,8721.88671875,0
2018-02-28,8748.3798828125,8818.099609375,8738.7197265625,8738.7197265625,8736.4736328125,0
2018-03-31,8471.2197265625,8503.6796875,8429.75,8465.76953125,8463.5927734375,0
2018-04-30,7993.6298828125,8039.4501953125,7944.85986328125,8039.4501953125,8037.38330078125,60000
2018-05-31,7791.6298828125,7856.5,7736.06982421875,7736.06982421875,7734.0810546875,98800
2018-06-30,7499.89990234375,7630.259765625,7487.3701171875,7630.259765625,7628.29833984375,109900
2018-07-31,7184.6201171875,7261.2900390625,7160.830078125,7227.9599609375,7226.10205078125,100900
2018-08-31,7664.990234375,7838.22021484375,7655.2998046875,7838.22021484375,7836.205078125,137400
2018-09-30,7879.0,7879.0,7820.919921875,7832.22021484375,7830.20654296875,147800
2018-10-31,7256.5400390625,7261.39990234375,7176.2001953125,7222.080078125,7220.2236328125,63300
2018-11-30,7204.1298828125,7242.990234375,7189.6298828125,7213.43994140625,7211.58544921875,71402900
2018-12-31,7468.6201171875,7539.669921875,7468.6201171875,7532.89990234375,7530.96337890625,0
2019-01-31,7496.56982421875,7540.259765625,7465.759765625,7489.2001953125,7487.27490234375,0
2019-02-28,8038.64990234375,8165.66015625,8038.64990234375,8144.16015625,8142.06640625,107200
2019-03-31,7711.7001953125,7754.4501953125,7587.990234375,7641.77001953125,7639.8056640625,144200
2019-04-30,7923.16015625,7923.830078125,7809.60986328125,7840.31005859375,7838.29443359375,90900
2019-05-31,7952.52001953125,8040.77978515625,7946.7900390625,8001.56982421875,7999.5126953125,131000
2019-06-30,7963.330078125,8139.740234375,7951.8701171875,8084.8798828125,8082.80126953125,166500
2019-07-31,8011.47021484375,8043.7099609375,7993.66015625,8043.7099609375,8041.64208984375,75200
2019-08-31,8035.75,8098.16015625,7975.52978515625,8098.16015625,8096.078125,90800
2019-09-30,7954.14990234375,7956.68017578125,7918.52978515625,7918.52978515625,7916.494140625,88800
2019-10-31,7785.240234375,7792.580078125,7710.5498046875,7739.85986328125,7737.8701171875,119400
2019-11-30,8002.47021484375,8059.81982421875,8002.47021484375,8059.64990234375,8057.578125,109100
2019-12-31,7769.259765625,7877.18994140625,7753.759765625,7877.18994140625,7875.1650390625,112900
2020-01-31,7721.259765625,7742.52978515625,7643.97998046875,7742.52978515625,7740.53955078125,101100
2020-02-29,7206.22021484375,7219.60986328125,7129.18994140625,7137.02978515625,7135.19482421875,128900
2020-03-31,6759.3701171875,6866.1298828125,6700.75,6749.27978515625,6747.544921875,155300
2020-04-30,5321.7900390625,5408.52001953125,5290.85009765625,5408.52001953125,5407.12939453125,163800
2020-05-31,5601.39013671875,5601.39013671875,5502.0498046875,5572.08984375,5570.6572265625,135600
2020-06-30,5791.31982421875,5931.64990234375,5750.0,5930.169921875,5928.6455078125,192500
2020-07-31,6223.5400390625,6223.5400390625,6139.43994140625,6209.7099609375,6208.11376953125,104900
2020-08-31,5816.22998046875,5816.22998046875,5695.52978515625,5715.919921875,5714.45068359375,0
2020-09-30,5922.06005859375,5946.22021484375,5799.240234375,5799.240234375,5797.74951171875,149300
2020-10-31,5881.89990234375,5944.8701171875,5857.3798828125,5944.8701171875,5943.341796875,77200
2020-11-30,6282.89013671875,6358.419921875,6250.8701171875,6335.56005859375,6333.93115234375,92400
2020-12-31,6740.2998046875,7009.56005859375,6740.2998046875,7009.56005859375,7009.56005859375,172400
2021-01-31,7149.64013671875,7207.7900390625,7137.91015625,7197.5,7197.5,9100
2021-02-28,6634.58984375,6814.759765625,6634.58984375,6814.759765625,6814.759765625,107300
2021-03-31,6828.7001953125,6874.39990234375,6798.81005859375,6872.97021484375,6872.97021484375,107500
