Date,Open,High,Low,Close,Adj Close,Volume
2021-04-30,6447.39990234375,6500.35009765625,6446.0400390625,6495.14990234375,6495.14990234375,77800
2021-05-31,6392.97021484375,6419.52001953125,6369.27978515625,6369.27978515625,6369.27978515625,77800
2021-06-30,6619.02001953125,6644.81982421875,6576.64013671875,6627.43017578125,6627.43017578125,79100
2021-07-31,6949.97998046875,7002.22998046875,6946.2099609375,6964.009765625,6964.009765625,108700
2021-08-31,6304.02978515625,6446.31005859375,6293.66015625,6446.31005859375,6446.31005859375,91200
2021-09-30,6829.580078125,6868.7900390625,6779.740234375,6785.93994140625,6785.93994140625,170300
2021-10-31,6964.490234375,6984.7900390625,6923.60009765625,6923.60009765625,6923.60009765625,92200
2021-11-30,7159.66015625,7182.60986328125,7043.68017578125,7106.009765625,7106.009765625,0
2021-12-31,7194.08984375,7194.08984375,6928.2998046875,6947.06005859375,6947.06005859375,296500
2022-01-31,7101.64013671875,7101.64013671875,7041.27001953125,7041.27001953125,7041.27001953125,86300
2022-02-28,7380.14013671875,7517.5,7380.14013671875,7458.990234375,7458.990234375,127100
2022-03-31,7322.3798828125,7404.60986328125,7317.43994140625,7404.60986328125,7404.60986328125,126100
2022-04-30,7160.47998046875,7162.43994140625,7103.47021484375,7152.8798828125,7152.8798828125,102000
2022-05-31,6742.830078125,6764.10009765625,6668.39013671875,6721.080078125,6721.080078125,79500
2022-06-30,6786.919921875,6786.919921875,6698.7900390625,6712.2099609375,6712.2099609375,118300
2022-07-31,6174.3701171875,6223.56005859375,6148.43017578125,6165.35009765625,6165.35009765625,124700
2022-08-31,6309.06982421875,6325.97021484375,6227.330078125,6312.02978515625,6312.02978515625,134700
2022-09-30,6594.669921875,6606.2099609375,6569.169921875,6588.27978515625,6588.27978515625,125600
2022-10-31,5734.33984375,5784.18994140625,5699.2998046875,5783.14990234375,5783.14990234375,89900
2022-11-30,6258.91015625,6258.91015625,6159.60009765625,6206.240234375,6206.240234375,120500
2022-12-31,6814.14013671875,6814.14013671875,6732.9599609375,6734.08984375,6734.08984375,237300
2023-01-31,6555.39990234375,6624.759765625,6550.169921875,6586.009765625,6586.009765625,84400
2023-02-28,6814.52001953125,7035.759765625,6813.77001953125,7035.759765625,7035.759765625,249700
2023-03-31,6602.9599609375,6630.2001953125,6579.47998046875,6607.1298828125,6607.1298828125,159000
2023-04-30,6524.31005859375,6529.990234375,6507.10009765625,6529.990234375,6529.990234375,96200
2023-05-31,6624.9501953125,6673.43994140625,6616.8798828125,6672.68994140625,6672.68994140625,105500
