Date,Open,High,Low,Close,Adj Close,Volume
2016-11-01,7371.68017578125,7374.56982421875,6722.31005859375,6781.2001953125,6779.45703125,1009300
2016-12-01,6902.14013671875,7048.740234375,6499.0,6840.64013671875,6838.88134765625,576300
2017-01-01,6840.06005859375,7402.5400390625,6746.7998046875,7229.66015625,7227.8017578125,3089000
2017-02-01,7297.72021484375,7339.89990234375,7152.4501953125,7212.08984375,7210.23583984375,2672500
2017-03-01,7167.89013671875,7417.759765625,7146.27001953125,7311.72021484375,7309.84033203125,3786200
2017-04-01,7323.740234375,7733.77978515625,7317.740234375,7661.009765625,7659.04052734375,2772300
2017-05-01,7687.2900390625,8018.39013671875,7682.259765625,7837.1201171875,7835.10546875,4004900
2017-06-01,7835.27001953125,8046.6298828125,7734.52001953125,7843.16015625,7841.14404296875,3246000
2017-07-01,7840.22998046875,8106.740234375,7797.830078125,8018.0498046875,8015.98876953125,2963200
2017-08-01,8015.68017578125,8105.009765625,7862.10986328125,7958.56982421875,7956.52392578125,83087900
2017-09-01,8038.27978515625,8321.8095703125,7972.6201171875,8171.43017578125,8169.32958984375,3365500
2017-10-01,8210.759765625,8586.73046875,8197.8896484375,8365.259765625,8363.109375,2024900
2017-11-01,8342.98046875,8605.150390625,8206.4404296875,8254.0302734375,8251.908203125,848200
2017-12-01,8236.150390625,8640.0400390625,8051.85986328125,8558.419921875,8556.2197265625,699600
2018-01-01,8584.4599609375,9078.3701171875,8580.5,8764.009765625,8761.7568359375,509500
2018-02-01,8748.3798828125,9700.5595703125,8373.6796875,8475.2900390625,8473.111328125,538800
2018-03-01,8471.2197265625,8503.6796875,7834.10986328125,7979.830078125,7977.77880859375,1851500
2018-04-01,7993.6298828125,8084.93017578125,7526.2998046875,7819.25,7817.23974609375,2182100
2018-05-01,7791.6298828125,7906.4501953125,7457.0498046875,7497.169921875,7495.24267578125,2384200
2018-06-01,7499.89990234375,7814.8798828125,6923.669921875,7193.68017578125,7191.8310546875,2353700
2018-07-01,7184.6201171875,7773.31982421875,7143.56982421875,7672.0,7670.02783203125,2000800
2018-08-01,7664.990234375,7879.27001953125,7478.93994140625,7855.7099609375,7853.6904296875,2221000
2018-09-01,7879.0,7881.81982421875,7134.72998046875,7276.81982421875,7274.94921875,2022900
2018-10-01,7256.5400390625,7265.10986328125,6790.580078125,7140.2900390625,7138.45458984375,1756500
2018-11-01,7204.1298828125,7482.35009765625,6820.22021484375,7367.85009765625,7365.9560546875,72082100
2018-12-01,7468.6201171875,7703.919921875,7348.2099609375,7466.02001953125,7464.1005859375,423000
2019-01-01,7496.56982421875,8143.60986328125,7465.759765625,8007.47998046875,8005.42138671875,544400
2019-02-01,8038.64990234375,8213.7099609375,7705.490234375,7705.490234375,7703.50927734375,489000
2019-03-01,7711.7001953125,8032.39990234375,7587.990234375,7920.93017578125,7918.89404296875,1919500
2019-04-01,7923.16015625,8008.52978515625,7769.72021484375,7952.72021484375,7950.67578125,2078900
2019-05-01,7952.52001953125,8077.509765625,7475.16015625,7970.02001953125,7967.97119140625,2747600
2019-06-01,7963.330078125,8139.740234375,7875.5,7999.7099609375,7997.6533203125,1952000
2019-07-01,8011.47021484375,8419.58984375,7993.66015625,8045.7998046875,8043.7314453125,2219600
2019-08-01,8035.75,8129.93017578125,7622.27001953125,7979.66015625,7977.60888671875,2984500
2019-09-01,7954.14990234375,7996.89990234375,7775.509765625,7779.06982421875,7777.06982421875,2223100
2019-10-01,7785.240234375,8020.77001953125,7514.0498046875,7977.1201171875,7975.0693359375,2617300
2019-11-01,8002.47021484375,8216.919921875,7707.7998046875,7738.9599609375,7736.970703125,3382000
2019-12-01,7769.259765625,7892.2900390625,7469.41015625,7815.259765625,7813.25048828125,2969700
2020-01-01,7721.259765625,7890.93994140625,7200.7900390625,7200.7900390625,7198.93896484375,2590100
2020-02-01,7206.22021484375,7510.83984375,6769.97021484375,6787.91015625,6786.1650390625,2418200
2020-03-01,6759.3701171875,6941.2001953125,4509.22021484375,5321.22998046875,5319.86181640625,3665000
2020-04-01,5321.7900390625,5946.0498046875,5247.56982421875,5700.7099609375,5699.24462890625,3253300
2020-05-01,5601.39013671875,5838.83984375,5396.1298828125,5838.83984375,5837.3388671875,3009100
2020-06-01,5791.31982421875,6583.83984375,5750.0,6207.72021484375,6206.12451171875,4654200
2020-07-01,6223.5400390625,6398.7900390625,5799.10986328125,5928.4501953125,5926.92626953125,2754900
2020-08-01,5816.22998046875,6167.1298828125,5691.740234375,5884.18017578125,5882.66748046875,2750800
2020-09-01,5922.06005859375,6034.02978515625,5695.77978515625,5864.22998046875,5862.72265625,2327300
2020-10-01,5881.89990234375,6517.259765625,5825.47998046875,6324.0,6322.3740234375,3595900
2020-11-01,6282.89013671875,7263.7099609375,6250.8701171875,6791.4599609375,6789.7138671875,3956200
2020-12-01,6740.2998046875,7311.2099609375,6740.2998046875,7139.7099609375,7139.7099609375,2390900
2021-01-01,7149.64013671875,7432.39990234375,6612.6201171875,6612.6201171875,6612.6201171875,2062800
2021-02-01,6634.58984375,7159.10986328125,6634.58984375,6794.85986328125,6794.85986328125,1869300
2021-03-01,6828.7001953125,6942.759765625,6325.64013671875,6443.08984375,6443.08984375,2211600
2021-04-01,6447.39990234375,6651.7099609375,6348.56005859375,6370.8701171875,6370.8701171875,2222200
2021-05-01,6392.97021484375,6688.06982421875,6080.93994140625,6628.490234375,6628.490234375,2780300
2021-06-01,6619.02001953125,7001.2099609375,6576.64013671875,6901.91015625,6901.91015625,2735300
2021-07-01,6949.97998046875,7064.240234375,6270.22998046875,6270.22998046875,6270.22998046875,2455400
2021-08-01,6304.02978515625,6855.43994140625,6293.66015625,6855.43994140625,6855.43994140625,3040000
2021-09-01,6829.580078125,7033.06005859375,6771.759765625,6952.8798828125,6952.8798828125,3601300
2021-10-01,6964.490234375,7326.10009765625,6906.85986328125,7054.7001953125,7054.7001953125,3947500
2021-11-01,7159.66015625,7475.75,7000.0,7200.8798828125,7200.8798828125,3452200
2021-12-01,7194.08984375,7334.56005859375,6928.2998046875,7122.6298828125,7122.6298828125,2754400
2022-01-01,7101.64013671875,7369.93994140625,6966.85009765625,7361.64990234375,7361.64990234375,2195400
2022-02-01,7380.14013671875,7552.2001953125,7175.81982421875,7311.009765625,7311.009765625,3213600
2022-03-01,7322.3798828125,7404.60986328125,6638.39990234375,7203.47021484375,7203.47021484375,3343400
2022-04-01,7160.47998046875,7163.2099609375,6731.25,6731.25,6731.25,1671700
2022-05-01,6742.830078125,6881.58984375,6630.4599609375,6759.89990234375,6759.89990234375,388600
